40,Nexi,44.09,"Massachusetts Institute of Technology
",40_Nexi,http://robotic.media.mit.edu/portfolio/nexi/,,0.547,-0.123,1.237,2.171,0.358,0.613,1.000,0.889,0.000,0.933,0.200,0.231,0.000,1.000,0.143,1.000,0.533,0.533,0.857,0.143,1.000,1.000,1.000,1.000,0.778,1.000,2
41,Pino,42.56,ZMP Inc.,41_Pino,http://www.roboticstoday.com/robots/pino,,0.027,0.994,-1.357,-0.418,0.144,0.804,0.463,0.208,0.538,0.077,0.000,0.143,0.000,0.000,0.250,1.000,0.333,0.688,1.000,1.000,0.214,0.571,1.000,0.067,0.273,0.143,1
42,Valkyrie,50.64,NASA,42_Valkyrie,"https://www.nasa.gov/feature/valkyrie
",,0.049,1.18,-0.013,-1.106,0.205,0.987,0.825,0.000,0.385,0.385,0.000,0.429,0.071,0.000,0.167,1.000,0.933,1.000,1.000,1.000,0.643,0.857,1.000,0.800,0.000,0.000,1
43,Atlas,31.04,DARPA,43_Atlas,http://www.darpa.mil/about-us/timeline/debut-atlas-robot,,-0.192,0.353,-1.567,-1.067,0.095,0.636,0.372,0.046,0.308,0.000,0.000,0.214,0.143,0.000,0.000,1.000,0.000,0.312,0.867,1.000,0.429,0.214,0.643,0.200,0.091,0.000,1
44,Mertz,37.7,MIT CSAIL,44_Mertz,http://people.csail.mit.edu/lijin/mertz.html,,0.099,-1.666,1.254,-0.513,0.245,0.028,0.983,0.142,0.071,0.867,0.200,0.154,0.077,0.200,0.143,0.000,0.000,0.067,0.071,0.000,1.000,1.000,0.933,1.000,0.222,0.062,2
45,ECCEROBOT,33.88,7th Framework Programme,45_ECCEROBOT,http://eccerobot.org/,,Feature data not recorded for this robot.,,,,,,,,,,,,,,,,,,,,,,,,,,
46,HIRO,24.48,Kawada Industries,46_HIRO,http://global.kawada.jp/mechatronics/hiro.html,,0.141,0.731,-0.711,-0.369,0.186,0.697,0.589,0.163,0.923,0.000,0.000,0.214,0.000,0.000,0.167,1.000,0.800,0.750,0.867,0.067,0.786,0.357,1.000,0.214,0.182,0.143,1
47,PR2,20,Willow Garage,47_PR2,http://www.willowgarage.com/pages/pr2/overview,,-0.278,0.717,-0.123,0.301,0.103,0.788,0.706,0.387,0.167,0.000,0.000,0.214,0.143,0.200,0.000,1.000,0.800,0.875,0.933,0.333,0.786,0.643,0.929,0.467,0.273,0.500,1
49,MiRAE,21.35,R House Lab,49_MiRAE,http://r-house.soic.indiana.edu/projects/mirae.html,,-0.407,-1.433,0.269,-1.178,0.122,0.079,0.728,0.000,0.000,0.714,0.000,0.143,0.000,0.000,0.000,0.067,0.000,0.077,0.000,0.250,0.800,0.467,0.857,0.786,0.000,0.000,3
50,MiP,30.22,WowWee,50_MiP,http://wowwee.com/mip/,,-0.385,0.711,0.094,2.046,0.072,0.788,0.708,0.917,0.067,0.154,0.000,0.214,0.000,0.000,0.071,1.000,0.733,0.846,0.923,0.438,0.933,0.733,0.933,0.231,0.833,1.000,3
51,iCat,21.13,Philips Electronics,51_iCat,http://www.roboticstoday.com/robots/icat,,0.207,-1.393,1.363,0.702,0.294,0.128,1.000,0.497,0.133,0.786,0.333,0.071,0.000,0.733,0.000,0.067,0.000,0.000,0.308,0.267,1.000,1.000,1.000,1.000,0.636,0.357,3
52,Tico,20.91,Adele robotics,52_Tico,http://www.adelerobots.com/en/tico/,,-0.364,-1.05,0.066,-0.276,0.124,0.128,0.606,0.233,0.357,0.267,0.100,0.077,0.000,0.067,0.000,0.000,0.000,0.067,0.429,0.143,0.923,0.714,0.786,0.000,0.333,0.133,2
54,Sota,25.76,NTT Japanses telecommunication company,54_Sota,http://www.roboticstrends.com/article/sota_home_robot_to_care_for_japans_elderly,,-0.866,-0.279,1.241,0.18,0.031,0.453,0.947,0.385,0.000,0.000,0.000,0.071,0.000,0.143,0.000,0.933,0.067,0.400,0.867,0.000,1.000,1.000,1.000,0.786,0.308,0.462,4
56,Domo,30.65,"Aaron Edsinger, Humanoid robotics group MIT",56_Domo,http://people.csail.mit.edu/edsinger/domo.htm,,-0.824,0.536,0.335,-0.425,0.029,0.747,0.732,0.161,0.067,0.000,0.000,0.000,0.000,0.133,0.000,1.000,0.933,0.846,0.769,0.188,0.933,0.733,0.929,0.333,0.167,0.154,3
57,Furhat,63.43,Furhat robotics,57_Furhat,http://www.furhatrobotics.com/,,2.558,-1.481,0.47,-0.654,0.727,0.025,1.000,0.072,0.800,0.857,0.500,1.000,0.429,1.000,0.500,0.000,0.000,0.000,0.000,0.125,1.000,1.000,1.000,1.000,0.000,0.143,3
58,Muu,4.52,Christopher Bartneck in collaboration with Philips Electronics,58_Muu,http://www.bartneck.de/2002/09/01/emuu/,,-0.459,-1.622,-1.079,-1.179,0.022,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,1.000,0.200,0.133,0.000,0.000,0.000,4
59,Emuu,12.13,Christopher Bartneck in collaboration with Philips Electronics,59_Emuu,http://www.bartneck.de/2002/09/01/emuu/,,0.748,-1.623,0.313,0.331,0.294,0.028,0.826,0.417,0.286,0.867,0.100,0.154,0.077,0.000,0.571,0.000,0.000,0.067,0.071,0.000,0.923,0.929,0.667,0.786,0.333,0.500,2
62,Maggie,18.2,"Robotcs Lab, Universidad Carlos III de Madrid",62_Maggie,http://roboticslab.uc3m.es/roboticslab/robot/maggie,,-0.751,-0.379,1.005,0.798,0.030,0.400,0.890,0.577,0.067,0.000,0.000,0.143,0.000,0.000,0.000,0.867,0.000,0.133,1.000,0.000,1.000,0.933,0.933,0.692,0.462,0.692,4
65,RoboThespian,57.91,Engineered Arts,65_RoboThespian,https://www.engineeredarts.co.uk/robothespian/,,-0.433,1.013,0.83,-1.209,0.137,0.971,0.967,0.000,0.067,0.000,0.062,0.357,0.000,0.333,0.143,1.000,0.933,0.923,1.000,1.000,1.000,0.933,1.000,0.933,0.000,0.000,3
67,Aryan,24.08,MIT,67_Aryan,http://people.csail.mit.edu/hmobahi/aryan/,,0.174,-1.479,0.736,-0.694,0.277,0.053,0.806,0.077,0.000,0.867,0.071,0.357,0.286,0.357,0.000,0.133,0.000,0.000,0.133,0.000,0.923,0.867,0.933,0.500,0.077,0.077,4
68,EMYS,40.52,FLASH Robotics,68_EMYS,http://www.flash-robotics.com/products/emys,,-0.323,-1.548,1.312,-0.722,0.197,0.038,0.967,0.125,0.000,0.429,0.000,0.214,0.000,0.733,0.000,0.000,0.000,0.000,0.000,0.188,1.000,0.933,0.933,1.000,0.250,0.000,3
69,QRIO,45.96,Sony,69_QRIO,https://www.sony.net/SonyInfo/CorporateInfo/History/sonyhistory-j.html,,-0.665,0.74,0.046,-0.222,0.063,0.799,0.673,0.285,0.143,0.000,0.000,0.154,0.000,0.000,0.143,1.000,0.533,0.533,0.929,1.000,0.917,0.769,0.933,0.071,0.444,0.125,2
70,iRobi-Q,18,YuJin Robot co.,70_iRobi-Q,http://en.yujinrobot.com/archives/portfolio-items/irobi-q,,-0.393,-0.662,0.742,0.599,0.091,0.292,0.899,0.512,0.133,0.077,0.000,0.286,0.000,0.067,0.071,0.733,0.000,0.231,0.308,0.188,0.933,0.867,0.929,0.867,0.667,0.357,3
71,PaPeRo,16.92,NEC platform corporation,71_PaPeRo,http://www.necplatforms.co.jp/solution/marketplace/,,-0.577,-0.7,0.477,0.367,0.075,0.253,0.712,0.530,0.083,0.077,0.000,0.214,0.071,0.000,0.083,0.000,0.000,0.000,0.667,0.600,1.000,0.846,1.000,0.000,0.273,0.786,1
74,iCub,56.57,Italian Institute of Technology,74_iCub,http://www.icub.org/,,-0.282,1.163,0.557,-1.109,0.213,1.000,0.808,0.000,0.214,0.067,0.100,0.231,0.000,0.733,0.143,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.231,0.000,0.000,2
75,HOVIS Genie,27.4,Hovis DST robot (Sastra),75_Genie,http://www.dongburobot.com/jsp/cms/view.jsp?code=100797,,-0.505,0.623,0.561,1.167,0.066,0.775,0.822,0.692,0.077,0.077,0.000,0.143,0.000,0.000,0.167,1.000,0.733,0.875,0.867,0.400,1.000,0.929,1.000,0.357,0.455,0.929,1
76,Anette,10.4,Sastra Robotics,76_Anette,http://www.sastrarobotics.com/products/anette-telepresence-robot/,,0.135,-0.688,-1.721,0.912,0.092,0.187,0.327,0.647,0.250,0.000,0.000,0.143,0.071,0.000,0.182,0.067,0.000,0.000,0.467,0.400,0.308,0.143,0.857,0.000,0.364,0.929,1
77,HOVIS Echo+,38.84,Hovis DST robot (Sastra),77_Echo+,http://www.sastrarobotics.com/products/hovis-eco/,,-0.928,0.705,0.417,-0.293,0.050,0.800,0.700,0.270,0.000,0.067,0.000,0.143,0.000,0.143,0.000,1.000,0.400,0.667,0.933,1.000,1.000,0.800,1.000,0.000,0.385,0.154,4
80,BINA48,73.04,Hanson robotics,80_BINA48,http://www.hansonrobotics.com/robot/bina48/,,3.875,-1.604,-0.086,-0.362,0.911,0.015,0.983,0.042,0.733,1.000,0.933,1.000,1.000,1.000,0.714,0.000,0.000,0.077,0.000,0.000,1.000,1.000,1.000,0.933,0.083,0.000,3
81,Sophia,78.88,Hanson Robotics,81_Sophia,http://sophiabot.com/,,2.54,0.561,0.352,-0.348,0.742,0.815,0.982,0.039,1.000,1.000,0.800,0.786,0.143,1.000,0.462,1.000,1.000,1.000,1.000,0.077,1.000,1.000,1.000,0.929,0.000,0.077,4
86,Igus NimbRo,48.2,University of Bonn,86_Igus NimbRo,http://www.nimbro.net/Humanoid/robots.html,,-0.896,0.447,0.407,-0.769,0.061,0.693,0.701,0.154,0.067,0.000,0.000,0.214,0.000,0.143,0.000,0.933,0.133,0.467,0.933,1.000,1.000,0.733,1.000,0.071,0.231,0.077,4
90,Cosero,45.96,University of Bonn,90_Cosero,http://www.ais.uni-bonn.de/nimbro/@Home/,,1.156,0.015,0.935,-0.137,0.493,0.612,1.000,0.174,0.571,0.733,0.400,0.462,0.000,1.000,0.286,1.000,0.533,0.600,0.857,0.071,1.000,1.000,1.000,1.000,0.222,0.125,2
91,Flobi,46.32,University of Bielefeld,91_Flobi,https://aiweb.techfak.uni-bielefeld.de/flobi-head,,2.075,-1.08,0.626,-0.608,0.674,0.160,1.000,0.081,0.833,1.000,0.143,0.929,0.714,0.933,0.167,0.000,0.000,0.000,0.467,0.333,1.000,1.000,1.000,1.000,0.091,0.071,1
92,TJ Bot,9.04,IBM,92_TJ Bot,https://ibmtjbot.github.io/,,-0.785,-0.478,1.021,-1.239,0.053,0.424,0.966,0.081,0.000,0.000,0.000,0.286,0.000,0.000,0.083,0.867,0.067,0.188,0.067,0.933,1.000,1.000,0.929,0.933,0.091,0.071,1
93,DURUS,21.87,Amber labs,93_DURUS,http://www.bipedalrobotics.com/,,-0.258,-0.472,-1.996,-0.355,0.042,0.383,0.216,0.253,0.214,0.000,0.000,0.000,0.077,0.000,0.000,0.200,0.000,0.000,0.714,1.000,0.500,0.231,0.133,0.000,0.444,0.062,2
94,SociBot mini,51.09,Engineered arts,94_SociBot mini,https://www.engineeredarts.co.uk/product/socibot/,,1.591,-1.55,1.009,0.197,0.545,0.086,1.000,0.299,0.214,1.000,0.600,0.417,0.154,1.000,0.429,0.000,0.000,0.000,0.429,0.000,1.000,1.000,1.000,1.000,0.222,0.375,2
95,SociBot Kiosk,42.6,Engineered arts,95_SociBot Kiosk,https://www.engineeredarts.co.uk/product/socibot-mini/,,0.77,0.326,0.979,-0.466,0.436,0.734,0.983,0.046,0.308,0.846,0.000,0.385,0.429,1.000,0.083,1.000,0.800,0.938,0.933,0.000,1.000,1.000,1.000,0.933,0.091,0.000,1
96,Cozmo,13.87,Anki,96_Cozmo,https://anki.com/en-us/cozmo,,-0.014,-0.988,0.056,2.179,0.101,0.178,0.767,1.000,0.133,0.143,0.000,0.286,0.071,0.000,0.071,0.467,0.067,0.154,0.000,0.200,0.867,0.733,0.733,0.733,1.000,1.000,3
97,GoCart,11.09,YuJin Robot co.,97_GoCart,http://gocart.yujinrobot.com/,,0.05,-1.105,-2.648,1.286,0.010,0.110,0.134,0.750,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.067,0.000,0.077,0.333,0.067,0.000,0.267,0.200,0.500,1.000,3
98,Human Safe Hapic Telepresence Robot,16.83,Disney Research,98_Jimmy,https://www.disneyresearch.com/publication/haptic-telepresence-robot/,,-0.747,-0.254,-0.679,-0.735,0.010,0.434,0.450,0.084,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.933,0.267,0.538,0.308,0.125,0.800,0.267,0.733,0.000,0.167,0.000,3
100,HRP-2VZ,27.52,University of Tokyo,100_HRP-2VZ,http://www.jsk.t.u-tokyo.ac.jp/research/hrp2vz/index.html,,-0.554,0.705,0.653,-0.327,0.140,0.814,0.750,0.189,0.154,0.538,0.000,0.286,0.000,0.000,0.000,1.000,0.929,0.875,0.933,0.333,1.000,1.000,1.000,0.000,0.091,0.286,1
101,Kuri,22.96,Mayfield Robotics,101_Kuri,https://www.heykuri.com/,,-0.284,-0.821,0.426,1.944,0.093,0.155,0.732,0.914,0.357,0.000,0.000,0.077,0.077,0.000,0.143,0.000,0.067,0.067,0.571,0.071,1.000,0.929,1.000,0.000,0.889,0.938,2
102,Big-i,5.3,NXROBO,102_Big-i,https://www.kickstarter.com/projects/nxrobo/big-i-the-first-personalized-family-robot,,0.094,-1.431,-1.871,-0.885,0.097,0.025,0.233,0.077,0.333,0.000,0.062,0.000,0.000,0.067,0.214,0.000,0.000,0.000,0.000,0.125,0.667,0.133,0.133,0.000,0.083,0.071,3
104,Murata girl,31.76,"Murata Manufacturing Co., Ltd.",104_Murata girl,http://www.murata.com/en-us/about/mboymgirl/mgirl,,-0.373,0.4,0.294,1.375,0.119,0.642,0.732,0.808,0.333,0.000,0.000,0.286,0.071,0.143,0.000,0.933,0.231,0.267,0.933,0.846,0.923,0.933,1.000,0.071,0.615,1.000,4
105,TALOS,48,PAL-ROBOTICS,105_TALOS,http://pal-robotics.com/en/products/talos/,,-0.615,1.245,-0.254,0.257,0.064,0.960,0.622,0.406,0.214,0.000,0.000,0.231,0.000,0.000,0.000,1.000,1.000,0.800,1.000,1.000,0.846,0.643,1.000,0.000,0.500,0.312,2
106,TIAGo,23.35,PAL-ROBOTICS,106_TIAGo,http://tiago.pal-robotics.com/,,-0.503,0.282,0.282,0.759,0.048,0.702,0.847,0.631,0.067,0.000,0.000,0.071,0.000,0.200,0.000,0.733,0.933,0.923,0.231,0.688,0.933,0.600,0.923,0.933,0.333,0.929,3
107,REEM,42.6,PAL-ROBOTICS,107_REEM,http://pal-robotics.com/en/products/reem/,,0.307,0.842,0.039,1.445,0.207,0.788,0.750,0.737,0.417,0.000,0.000,0.357,0.357,0.067,0.250,1.000,0.667,0.938,0.933,0.400,1.000,1.000,1.000,0.000,0.545,0.929,1
108,REEM_C,53.57,PAL-ROBOTICS,108_REEM_C,http://pal-robotics.com/en/products/reem-c/,,-0.261,1.013,0.348,-0.524,0.194,0.893,0.750,0.167,0.286,0.067,0.000,0.385,0.077,0.400,0.143,1.000,0.867,0.667,0.929,1.000,1.000,1.000,1.000,0.000,0.333,0.000,2
109,Robovie,31.13,ATR Intelligent Robotics and Communication Laboratories,109_Robovie,http://www.irc.atr.jp/~miyasita/miya-robovie-eng/About_Robovies.html,,-0.009,-0.184,1.111,-0.633,0.237,0.502,0.982,0.118,0.286,0.067,0.200,0.231,0.000,0.733,0.143,1.000,0.067,0.533,0.769,0.143,1.000,1.000,1.000,0.929,0.111,0.125,2
110,Franka_Emika,8.48,Franka Emika,110_Franka_Emika,https://www.franka.de/,,-0.076,-0.658,-2.838,-0.492,0.010,0.311,0.050,0.119,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.714,0.308,0.000,0.000,0.200,0.000,0.000,0.000,0.167,0.071,3
111,Sawyer,16.92,Retink Robotics,111_Sawyer,http://www.rethinkrobotics.com/sawyer-intera-3/,,-0.328,-0.741,0.509,-0.647,0.182,0.357,0.667,0.077,0.000,1.000,0.133,0.071,0.071,0.000,0.000,0.800,0.571,0.214,0.200,0.000,1.000,0.800,0.867,0.000,0.000,0.154,4
112,Hub,15.87,LG,112_Hub,https://www.cnet.com/products/lg-hub-robot/preview/,,-0.684,-1.351,0.198,-1.044,0.040,0.028,0.654,0.042,0.000,0.000,0.000,0.143,0.000,0.067,0.071,0.000,0.000,0.000,0.077,0.062,0.867,0.733,0.800,0.214,0.083,0.000,3
113,Mykie,5.6,Seimens,113_Mykie,https://www.bsh-group.com/newsroom/press-releases/mykie-a-personal-assistant-for-the-kitchen,,-0.78,-1.14,-0.022,-1.188,0.022,0.107,0.567,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.083,0.000,0.067,0.000,0.333,0.133,0.929,0.571,0.769,0.000,0.000,0.000,1
